energy,controlled_energy,total_makespan,max_makespan
8522.389106048333,335.3266663991566,121648.28465960636,522.8649249638764
8361.874644513688,265.85515575417855,152301.8952022814,757.1144970522473
8265.169414971311,256.4748846338282,120468.80653903622,466.67854613754537
8251.348131997484,207.2976825421103,122668.06259849238,673.3425587776851
8234.728748504132,323.65398842390715,128761.25011298046,612.1564469455648
8293.174495873434,293.89483730917436,119465.40856923917,599.778682740977
8242.586417586439,355.7075339862255,116909.80816537328,570.3610535792466
8251.923499094808,403.36523174066957,105526.21605084388,491.3553910077885
7995.926642802039,337.7921871539695,157506.07834666356,780.7204926443894
8238.673704809808,264.28941609272016,146260.85807409784,664.5400076752205
8322.578193103955,336.0541863051895,126610.69071200026,473.9631883405556
8357.960031615066,190.6918253563522,152903.6764445952,649.8267780847303
8693.633589678635,323.5333241357656,131566.67344861676,536.1705078676124
8467.91334493555,358.59704725782825,120640.01407284293,629.1393269542617
8545.964250610547,366.886244815271,114697.18680781787,477.81779988156256
8292.152377510785,207.7442920373384,104092.25323856338,428.3913851121629
8156.031556456631,224.71284675557686,109864.15365348238,522.4463411421235
8203.283775513086,208.22180214483308,145702.26665320844,702.6967121377583
8362.022289911662,369.4370583091062,145660.2401293213,575.1486150228332
8398.719171703548,307.84840342073113,114932.81057604597,501.7132077204002
8282.04297817207,251.8388425531203,112949.25355761732,471.7207126599808
8388.797643037035,255.4569059998949,137445.9277858532,580.6041338937378
8133.742516689836,346.35902249489783,150454.20684742366,537.5643899695826
8184.757531016673,295.8900041076204,126446.82809937236,501.75141489066937
8382.724328865512,206.39076602894716,123235.60886578965,530.764483828268
8404.818361514044,284.076165691912,127236.37339200801,542.8414332511563
8088.399603291377,263.62336446420744,88275.642694531,408.7610175564505
8334.425639046827,241.6878111746135,165553.70758178766,718.6083017739907
8268.238273692032,289.37210950143407,106108.41002510382,569.2308306333192
8326.759139464564,279.99896335675675,127057.70311567964,547.3500366902678
8295.224110224404,321.4492616616963,112277.78262004077,529.507496989259
8423.587997742236,200.698359634635,126595.91934672969,599.1001120902044
8303.610132873055,369.09649235320336,86586.18080465647,385.6602284911663
8443.586862424338,290.57899792441253,123853.06665144712,577.1179125826679
8153.266775439636,165.1042514174582,115047.17634802184,476.1983574558815
8406.359782308824,346.35735320624764,110309.66342565497,483.78976103630134
8476.429706586654,249.09693135979288,124227.16705727985,538.8816992037422
8192.21519958432,278.7824323950727,118824.67286963825,471.59535700850995
8224.14587080783,351.5846132388211,141736.4928294993,541.0599678609884
8581.71115082271,291.9164943836177,115895.71820867817,486.5557748472635
8426.507250265693,261.2600346855625,90364.77550669714,379.92458876428316
8353.93101645682,291.1106145584551,99683.91641290567,380.0396549149966
8489.04793105832,131.04356800633087,145591.61409608513,720.227922148015
8308.876999619077,361.57305955604346,137301.40697075226,581.9791774162567
8294.530415289104,360.6269954418344,140199.5438959455,576.7369976252005
8303.204365434316,277.6221269022684,125151.44380682941,618.1815921775421
8465.927392768877,428.2538191022172,91778.46920616225,409.06376228884585
8286.722020680756,350.4318123236138,120378.64980160996,505.3719994677507
8266.276847116385,169.6784953324752,138229.24685525402,599.040209010612
8539.64014570156,284.84604325579215,104678.98604978457,523.3047108019133
